id,value
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty),
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).screen,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).battery,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).price,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).camera,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).quality,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).software,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).wifi,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).memory,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).video,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).power,
Sony Xperia XA unlocked smartphone 16GB Lime Gold (US Warranty).size,
