id,value
Samsung,
Samsung.screen,
Samsung.battery,
Samsung.price,
Samsung.camera,
Samsung.quality,
Samsung.software,
Samsung.wifi,
Samsung.memory,
Samsung.video,
Samsung.power,
Samsung.size,
